"","x"
"10359","THIS <3 <3 <3"
"10360","THAT Turquoise Bardot is my favourite <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10361","Turquoise Bardot"
"10362","This palm print <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10363","THIS palm print is fab"
"10364","THAT turquoise Bardot <ed><U+00A0><U+00BC><ed><U+00BC><U+009E>"
"10365","That palm <ed><U+00A0><U+00BD><ed><U+00B2><U+0083>"
"10366","That please"
"10367","Palm xx"
"10368","Definitely THIS palm bardot <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10369","This Please x"
"10370","This palm print"
"10371","definitely this #winit"
"10372","This palm print <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"10373","THIS palm print"
"10374","This and that!! Love them both <U+2600><U+FE0F>"
"10375","THIS - very summery <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"10376","THIS palm print Bardot please! #WINIT"
"10377","Turquoise Bardot"
"10378","This<U+2764><U+FE0F>"
"10379","This <U+2764><U+FE0F>"
"10380","That!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10381","This xx"
"10382","THIS palm print bardot top"
"10383","This palm print Bardot <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10384","THIS Bardot please!"
"10385","This!"
"10386","This Palm <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10387","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10388","Palm print <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4> <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"10389","Palm print"
"10390","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10391","Palm print Bardot"
"10392","<U+2764><U+FE0F><U+FE0F><U+2764><U+FE0F><U+FE0F><U+2764><U+FE0F><U+FE0F>the turquoise"
"10393","THIS!! It's so pretty <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10394","This palm print Bardot!"
"10395","THIS palm print <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10396","Love the palm print"
"10397","THIS please,"
"10398","THIS is gorgeous!"
"10399","THIS palm print bardot"
"10400","THIS :)"
"10401","This! <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"10402","THIS palm print bardot please"
"10403","THIS bardot please"
"10404","palm print! <U+2665>"
"10405","This <ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"10406","That please"
"10407","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10408","This please,  love the pattern <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"10409","This x"
"10410","This please"
"10411","THIS please"
"10412","This pls - love it!"
"10413","THIS love it"
"10414","Love THIS palm print!"
"10415","THIS Palm print top <ed><U+00A0><U+00BC><ed><U+00BF><U+009D>"
"10416","THIS palm print #WINIT"
"10417","I prefer THIS palm print bardot. WIN IT"
"10418","Palm print. X"
"10419","Palm print pls.x"
"10420","Palm print please"
"10421","THIS <U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"10422","Palm print <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10423","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10424","The plain one win it x"
"10425","This is so cute x"
"10426","THIS love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"10427","Palm print is so perfect <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10428","THIS pretty pretty please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><U+2764><U+FE0F>xx"
"10429","THIS as it's so individual and chic <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"10430","THiS palm <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"10431","This."
"10432","THIS please, I love the palm print #winit"
"10433","THIS palm print bardot <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10434","THIS palm print is gorgeous WINIT <ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>"
"10435","THAT turquoise bardot, fabulous colour."
"10436","This palm print is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10437","This palm print <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>#WINIT"
"10438","THIS love it, need to win it <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"10439","This ...  fabulous"
"10440","Palm print is lovely <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4> #win <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"10441","Rebecca the top on the left looks nice for Friday ?!?"
"10442","THIS palm print <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"10443","WIN IT<ed><U+00A0><U+00BD><ed><U+00B8><U+0098> This<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"10444","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10445","#that please x"
"10446","THIS  <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10447","That turquoise <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"10448","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10449","<U+2764><U+FE0F> both but THAT !!!"
"10450","Palm print <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"10451","Palm print!"
"10452","THIS palm print <U+2764>"
"10453","THIS pleeeeeease!!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10454","This!"
"10455","This palm print bardot"
"10456","This palm print <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10457","Loving the palm print <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10458","THIS palm print bardot"
"10459","Would love THIS palm print top<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10460","THIS palm print<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> perfect <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> #winit"
"10461","This ready for holiday xx"
"10462","THIS  <3"
"10463","Definately that"
"10464","Love that palm print. Summer vibes"
"10465","Love THIS x"
"10466","This x"
"10467","This palm print is fab xx"
"10468","This palm print!"
"10469","This <U+2764><U+FE0F>"
"10470","<U+2764><ed><U+00A0><U+00BC><ed><U+00BF><U+009D>print <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"10471","THIS <U+2764><U+FE0F>"
"10472","Palm print <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>xx"
"10473","Both <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> THAT at a push"
"10474","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"10475","THIS palm print bardot top <3"
"10476","prefer THIS palm print bardot"
"10477","THIS palm"
"10478","THIS palm print bardot"
"10479","THAT please for gf"
"10480","This!"
"10481","This palm print Bardot"
"10482","This fab top"
"10483","Cream top with shorts x"
"10484","THIS palm print bardot."
"10485","This if i had to be picky"
"10486","That! Pleeease I never win anything <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5>"
"10487","THAT #WINIT"
"10488","This please"
"10489","This is fantastic"
"10490","Definitely THIS! Perfect for this weather! #WINIT"
"10491","THIS is beautiful  <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"10492","Turquoise bardot THAT"
"10493","Love THAT"
"10494","This <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"10495","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"10496","Palm print"
"10497","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"10498","This <U+2764><U+FE0F>"
"10499","I like THAT turquoise top :-)"
"10500","#This palm print bardot <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10501","Palm Print for me <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10502","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"10503","This<ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"10504","THIS palm print bandit.  FINGERS CROSSED"
"10505","THAT turquoise bardot  please!"
"10506","Definitely THE turquoise Bardot <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10507","This! so cute"
"10508","THIS palm print #WINIT"
"10509","This top is fab! X"
"10510","This xx"
"10511","This x"
"10512","THAT #winit"
"10513","This please"
"10514","This x"
"10515","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4> #winit"
"10516","THIS please x"
"10517","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10518","This!"
"10519","This!"
"10520","That!!!!"
"10521","This palm print"
"10522","This!!!"
"10523","Both gorgeous but love the print on THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"10524","This palm print for showing off my summer tan!!"
"10525","ga voor palm"
"10526","<ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>This <ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10527","Love the turquoise  <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"10528","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> xxx"
"10529","Bardot"
"10530","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"10531","That turquoise"
"10532","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10533","That turquoise Bardot is lovely xxx"
"10534","Definitely THIS palm print bardot! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"10535","love THIS palm print bardot"
"10536","This palm tree print bardot please <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"10537","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B4><U+0086><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4> #winit"
"10538","This please"
"10539","<U+2764><U+FE0F> THIS palm print Bardot <U+2764><U+FE0F> #WINIT"
"10540","This for me please"
"10541","This!"
"10542","This :)"
"10543","THIS - <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> love it"
"10544","THIS please!!"
"10545","THIS please!"
"10546","I love THIS xx"
"10547","THIS :)"
"10548","Love THAT top!"
"10549","THIS - Love the palm print bardot :)"
"10550","THIS gorgeous for tbe sunny days"
"10551","I love THIS top and THAT bottoms"
"10552","THIS <ed><U+00A0><U+00BC><ed><U+00BF><U+009D>"
"10553","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10554","That please"
"10555","Palm print"
"10556","THIS xox"
"10557","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10558","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10559","THAT turquoise bardor"
"10560","Love love love the palm print one xx"
"10561","THIS palm print top"
"10562","THAT turquoise bardot is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10563","THIS I love the pattern"
"10564","Under 20 this. Over 20 that."
"10565","This x"
"10566","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10567","This <ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D>"
"10568","This palm bardot"
"10569","Love THIS palm print"
"10570","THIS #winit #needalittleoasis"
"10571","THIS palm print. <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10572","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"10573","Palm <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10574","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"10575","I really like both but will have to go for this"
"10576","The Palm print."
"10577","This! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10578","This!"
"10579","THIS!"
"10580","THIS"
"10581","THIS"
"10582","This palm print Bardot please!"
"10583","This definitely!!!"
"10584","That turquoise Bardot as it is a beautiful colour"
"10585","That is gorgeous such a lovely bright summery colour <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10586","I love THAT turquoise Bardot <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008F> #WINIT"
"10587","That. ."
"10588","That please x"
"10589","THIS! Palm tree print is too cute! x"
"10590","That loving the mint green colour x"
"10591","THIS palm print is adorable <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10592","THIS <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"10593","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10594","That"
"10595","THIS palm print bardot<ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"10596","THIS palm print bardot <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10597","This palm print <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BD><ed><U+00B1><U+008C> !!!"
"10598","This palm print <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10599","This <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F>"
"10600","This! Love the top! X"
"10601","THIS palm print is fab! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10602","This. Love the whole outfit."
"10603","This, perfect for summer fun"
"10604","THIS!!"
"10605","This!!!"
"10606","This!!!!"
"10607","THIS top please x"
"10608","I love This xx"
"10609","This palm print"
"10610","This! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10611","THAT,  love the turquoise bardot"
"10612","This!"
"10613","THIS palm print bardot"
"10614","This please x"
"10615","This palm print"
"10616","THIS palm print"
"10617","Love the This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10618","This"
"10619","That"
"10620","That palm print bardot!<ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"10621","THIS palm print bardot :)"
"10622","This palm print please x"
"10623","THAT - love the colour"
"10624","Both! <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> 'THIS' if I had to choose <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"10625","THIS perfect summer top x"
"10626","THAT turquoise Bardot <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"10627","THAT turquoise bardot"
"10628","That. Xx"
"10629","THIS #winit"
"10630","This xx"
"10631","This please"
"10632","This <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>"
"10633","This <U+2764><U+FE0F><U+2764><U+FE0F>"
"10634","This <U+2764>"
"10635","THIS"
"10636","THIS palm tree print Bardot please x"
"10637","THAT beautiful top please :)x"
"10638","THAT"
"10639","Like both but THAT turquoise Bardot is my favourite"
"10640","This"
"10641","That"
"10642","THIS Palm print Bardot WIN IT <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>x"
"10643","That"
"10644","THIS please x"
"10645","THIS palm print bardot"
"10646","That please!"
"10647","that :)"
"10648","THIS palm print bardot"
"10649","THIS palm print"
"10650","This palm print"
"10651","THIS palm print bardot"
"10652","Definately this one <3"
"10653","This palm print"
"10654","THIS :)"
"10655","THIS!!"
"10656","This please!"
"10657","This"
"10658","THAT"
"10659","This"
"10660","The palm print please"
"10661","THIS palm print Bardot.<U+2764><U+2764><U+2764>
Eloise Trett"
"10662","THAT"
"10663","THIS please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"10664","THAT xxx"
"10665","Love THAT tutquoise bardot! Xx"
"10666","That please"
"10667","Love THAT Turquoise Bardot <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"10668","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10669","THAT <U+2764><U+FE0F>"
"10670","Palm print! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+2600><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6>"
"10671","this"
"10672","THIS"
"10673","THAT"
"10674","This."
"10675","This"
"10676","That"
"10677","This"
"10678","THIS"
"10679","This Palm print x"
"10680","this"
"10681","THIS"
"10682","That"
"10683","This"
"10684","THIS"
"10685","THAT"
"10686","THAT"
"10687","This"
"10688","THIS"
"10689","This"
"10690","this"
"10691","This"
"10692","THAT turquoise Bardot , please! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> Fab! <U+2764><U+FE0F>"
"10693","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10694","That"
"10695","This"
"10696","THIS"
"10697","That"
"10698","THIS"
"10699","THIS"
"10700","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"10701","This"
"10702","This"
"10703","That gorgeous turquoise Bardot xx"
"10704","That"
"10705","This is awesome xx"
"10706","This"
"10707","THIS"
"10708","This"
"10709","THIS"
"10710","THIS"
"10711","this"
"10712","This"
"10713","This"
"10714","This"
"10715","This"
"10716","This"
"10717","This"
"10718","This"
"10719","That lovely liked shared lovely giveaway Evelyn Sarah Dalton <ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"10720","This"
"10721","THIS"
"10722","This"
"10723","This"
"10724","THIS"
"10725","This"
"10726","Loving that turquoise bardot.x"
"10727","This"
"10728","THIS...love a print !"
"10729","THIS"
"10730","That"
"10731","This"
"10732","I prefer this please. x"
"10733","THAT <U+2764><U+FE0F>"
"10734","This"
"10735","This"
"10736","That"
"10737","This"
"10738","THAT"
"10739","That"
"10740","THIS"
"10741","That"
"10742","This"
"10743","loving THIS palm print <U+2764><U+FE0F>"
"10744","THIS"
"10745","That"
"10746","This"
"10747","This"
"10748","This"
"10749","THIS"
"10750","That"
"10751","That"
"10752","This"
"10753","THAT"
"10754","THIS"
"10755","This"
"10756","This"
"10757","This"
"10758","THIS"
"10759","This"
"10760","This"
"10761","This"
"10762","THIS"
"10763","This"
"10764","This"
"10765","THIS <ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BC><ed><U+00BF><U+009D>"
"10766","This! Love the print xx"
"10767","This"
"10768","This"
"10769","THIS"
"10770","That"
"10771","THIS"
"10772","THIS"
"10773","I <U+2764><U+FE0F> this"
"10774","Thus"
"10775","THIS"
"10776","This"
"10777","That"
"10778","This"
"10779","That"
"10780","This"
"10781","This"
"10782","THIS"
"10783","This"
"10784","This"
"10785","THIS"
"10786","This"
"10787","THIS"
"10788","This"
"10789","I love THAT, love the colour :)"
"10790","THIS"
"10791","THAT"
"10792","That"
"10793","That"
"10794","THIS"
"10795","THAT"
"10796","That"
"10797","This"
"10798","This love it"
"10799","THIS"
"10800","THIS"
"10801","THIS"
"10802","This"
"10803","That"
"10804","This"
"10805","This"
"10806","This"
"10807","This!!!!!!"
"10808","This <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"10809","THAT"
"10810","This<ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"10811","Palm print is lovely"
"10812","Perfect Palm Print, definitely a THIS <ed><U+00A0><U+00BC><ed><U+00BF><U+009D>"
"10813","I'd love to win the palm print Bardot :)"
"10814","THIS palm print bardot!"
"10815","THIS palm print for me please xx"
"10816","This palm print!"
"10817","THIS palm print Bardot top"
"10818","This palm print bardot please xx"
"10819","THIS palm print <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"10820","THIS palm print bardot"
